"Taxon","Family","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Holcus lanatus","Poaceae","Enscobase","RBGK","UK","K_17103",0,0,0,15,0,1,45,50
"Holcus lanatus","Poaceae","Enscobase","RBGK","UK","K_29980",0,0,0,20,0,1,47,48
"Holcus lanatus","Poaceae","SylvanSeeds","Schonfeld, M. A. C., R. J. (1983). ""Factors influencing seed movement and dormancy in grass seeds."" Grass and Forage Science 38(4): 243-250.","UK","Weed Research Organization, Oxford, UK",0,0,0,13.3333333333333,1,1,50,50
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. (1989). ""A Comparative Study of Germination Responses to High Irradiance Light."" Annals of Botany 63(1): 159-162.","UK","Plymouth, UK",0,0,0,15,0,0,49,100
"Holcus lanatus","Poaceae","Enscobase","RBGK","UK","K_57808",0,0,0,21,0,1,92,99
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,19.3333333333333,1,1,29,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,19.5,1,0,22,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,19.6666666666667,1,1,26,30
"Holcus lanatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS162",0,0,1,17,1,1,79,84
"Holcus lanatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS232",0,0,0,9,1,1,30,88
"Holcus lanatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS232",0,0,0,17,1,1,77,141
"Holcus lanatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS232",0,0,0,25,1,1,48,98
"Holcus lanatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS232",0,0,1,9,1,1,22,84
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,21.3333333333333,1,1,29,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,21.5,1,0,13,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,21.6666666666667,1,1,27,30
"Holcus lanatus","Poaceae","Enscobase","RBGK","UK","K_29980",0,0,0,21,0,1,140,145
"Holcus lanatus","Poaceae","Enscobase","RBGK","UK","K_57808",0,0,0,20,0,1,18,19
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,22,0,1,29,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,20.6666666666667,1,1,29,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,21,1,0,16,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,20,1,0,22,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,22,0,0,15,30
"Holcus lanatus","Poaceae","SylvanSeeds","Thompson, K. G., J. P. (1983). ""A Comparative Study of Germination Responses to Diurnally-Fluctuating Temperatures."" The Journal of Applied Ecology 20(1): 141-156.","UK","Sheffield, UK",0,0,0,21,1,1,27,30
"Hypericum maculatum","Hypericaceae","Enscobase","RBGK","Belgium","K_175289",0,0,0,20,0,1,50,50
"Hypericum maculatum","Hypericaceae","Enscobase","RBGK","Belgium","K_175289",0,0,0,15,0,1,48,50
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_116464",0,0,0,20,0,1,5,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_402730",0,0,0,15,0,1,10,19
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_402730",0,0,0,15,1,1,16,19
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_116464",0,0,0,16,0,1,19,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_70557",0,0,1,20,0,1,12,18
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_88059",0,0,0,15,0,1,34,48
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_88059",0,0,0,15,1,1,41,48
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_70557",0,0,0,21,0,1,19,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_58539",0,0,0,21,0,1,18,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_59536",0,0,0,20,0,1,44,50
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_59536",0,0,0,21,0,1,47,47
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_59581",0,0,0,15,0,1,28,50
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_59581",0,0,0,16,0,1,50,50
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_59581",0,0,1,15,0,1,39,47
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_59581",0,1,1,20,0,1,43,47
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_70557",0,0,0,20,0,1,27,50
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Pérez-García, F., et al. (2006). ""Hypericum perforatum L. Seed Germination: Interpopulation Variationand Effect of Light, Temperature, Presowing Treatments and Seed Desiccation."" Genetic Resources and Crop Evolution 53(6): 1187-1198.","Spain","Villarubia de los Ojos (Toledo), Spain",0,0,0,20,1,0,1,100
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Pérez-García, F., et al. (2006). ""Hypericum perforatum L. Seed Germination: Interpopulation Variationand Effect of Light, Temperature, Presowing Treatments and Seed Desiccation."" Genetic Resources and Crop Evolution 53(6): 1187-1198.","Spain","Villarubia de los Ojos (Toledo), Spain",0,0,0,21.6666666666667,1,1,88,100
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Silvertown, J. (1980). ""Leaf-Canopy-Induced Seed Dormancy in a Grassland Flora."" New Phytologist 85(1): 109-118.","UK","Castle Hill National Nature Reserve, Sussex, UK",0,0,0,20,0,0,168,200
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_477673",0,0,1,15,0,1,14,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_88059",0,0,0,16,0,1,48,50
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_88059",0,0,1,15,0,1,28,47
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_88059",0,0,1,15,1,1,19,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_88059",0,1,1,15,0,1,17,20
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Jankowska-Blaszczuk, M. and M. I. Daws (2007). ""Impact of red : far red ratios on germination of temperate forest herbs in relation to shade tolerance, seed mass and persistence in the soil."" Functional Ecology 21(6): 1055-1062.","Poland","Bialowieza forest, Poland",0,1,0,15,0,0,0,75
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","Belgium","K_175290",0,0,0,15,0,1,48,48
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","Belgium","K_175290",0,0,0,20,0,1,42,50
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_116464",0,0,0,15,0,1,5,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_116464",0,0,0,15,1,1,18,20
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Pérez-García, F., et al. (2006). ""Hypericum perforatum L. Seed Germination: Interpopulation Variationand Effect of Light, Temperature, Presowing Treatments and Seed Desiccation."" Genetic Resources and Crop Evolution 53(6): 1187-1198.","Spain","Bienservida (Albacete), Spain",0,0,0,25,0,1,30,100
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_402730",0,0,0,20,0,1,3,19
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_477673",0,0,0,15,1,1,15,20
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Pérez-García, F., et al. (2006). ""Hypericum perforatum L. Seed Germination: Interpopulation Variationand Effect of Light, Temperature, Presowing Treatments and Seed Desiccation."" Genetic Resources and Crop Evolution 53(6): 1187-1198.","Spain","Bienservida (Albacete), Spain",0,0,0,15,0,1,29,100
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_477673",0,0,1,20,0,1,17,20
"Hypericum perforatum","Hypericaceae","Enscobase","RBGK","UK","K_58539",0,0,0,20,0,1,15,20
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Jankowska-Blaszczuk, M. and M. I. Daws (2007). ""Impact of red : far red ratios on germination of temperate forest herbs in relation to shade tolerance, seed mass and persistence in the soil."" Functional Ecology 21(6): 1055-1062.","Poland","Bialowieza forest, Poland",0,1,0,15,0,1,48,75
"Hypericum perforatum","Hypericaceae","SylvanSeeds","Pérez-García, F., et al. (2006). ""Hypericum perforatum L. Seed Germination: Interpopulation Variationand Effect of Light, Temperature, Presowing Treatments and Seed Desiccation."" Genetic Resources and Crop Evolution 53(6): 1187-1198.","Spain","Bienservida (Albacete), Spain",0,0,0,21.6666666666667,1,1,36,100
"Hypochaeris radicata","Compositae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS172",0,0,0,9,1,1,33,99
"Hypochaeris radicata","Compositae","Enscobase","BGBM","Germany","B_DE-2121098",0,0,0,22,0,1,0,20
"Hypochaeris radicata","Compositae","Enscobase","MAICh","Greece","CHAN_0994",0,0,0,20,0,1,81,81
"Hypochaeris radicata","Compositae","Enscobase","RBGK","UK","K_66972",0,0,0,11,0,1,38,38
"Hypochaeris radicata","Compositae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS172",0,0,1,25,1,1,67,98
"Hypochaeris radicata","Compositae","Enscobase","BGBM","Germany","B_DE-1790506",0,0,0,22,0,1,0,20
"Hypochaeris radicata","Compositae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS172",0,0,0,17,1,1,78,96
"Hypochaeris radicata","Compositae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS172",0,0,0,25,1,1,71,98
"Hypochaeris radicata","Compositae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS172",0,0,1,9,1,1,25,100
"Hypochaeris radicata","Compositae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS172",0,0,1,17,1,1,71,97
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Brown morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,20,0,0,95,126
"Lathyrus linifolius","Leguminosae","Enscobase","NBGB","Belgium","BR_1991208926",1,0,0,16,0,1,47,50
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Brown morph, Bitter-Vetch Ltd., Wingate, UK",1,0,0,20,0,0,78,90
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Green morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,5,0,0,27,36
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Brown morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,15,0,0,23,36
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Brown morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,25,0,0,17,36
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Green morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,15,0,0,28,36
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Green morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,20,0,0,102,126
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Green morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,25,0,0,20,36
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Green morph, Bitter-Vetch Ltd., Wingate, UK",1,0,0,20,0,0,83,90
"Lathyrus linifolius","Leguminosae","Enscobase","RBGK","UK","K_138013",1,0,0,16,0,1,9,10
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Brown morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,5,0,0,15,36
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Brown morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,10,0,0,26,36
"Lathyrus linifolius","Leguminosae","SylvanSeeds","Dello Jacovo, E., et al. (2018). ""Towards a characterisation of the wild legume bitter vetch (Lathyrus linifolius L. (Reichard) Bassler): heteromorphic seed germination, root nodule structure and N-fixing rhizobial symbionts."" Plant Biol (Stuttg).","UK","Green morph, Bitter-Vetch Ltd., Wingate, UK",0,0,0,10,0,0,23,36
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Italy","K_42352",1,0,0,21,0,1,55,60
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_58540",1,0,0,16,0,1,39,40
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_77811",1,0,0,16,0,1,99,100
"Lathyrus pratensis","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS238",0,0,0,9,1,1,10,77
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_58540",1,0,0,15,0,1,19,20
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Switzerland","K_10403",1,1,0,20,0,1,9,10
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Switzerland","K_10403",1,1,0,21,0,1,44,50
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_10931",1,0,0,15,0,1,7,9
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_10931",1,0,0,16,0,1,16,22
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_58045",1,0,0,10,0,1,19,20
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_58045",1,0,0,11,0,1,66,70
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_58403",1,0,0,15,0,1,19,19
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","UK","K_58403",1,0,0,16,0,1,40,40
"Lathyrus pratensis","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS238",0,0,0,17,1,1,14,97
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Romania","K_11145",1,0,0,20,0,1,19,20
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Romania","K_11145",1,0,0,21,0,1,19,20
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Romania","K_11145",1,1,0,21,0,1,49,50
"Lathyrus pratensis","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS238",1,0,0,25,1,1,15,66
"Lathyrus pratensis","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS238",0,0,0,25,1,1,1,92
"Lathyrus pratensis","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS238",1,0,0,9,1,1,32,40
"Lathyrus pratensis","Leguminosae","SOSPRADERAS","SOSPRADERAS","Spain","SOS238",1,0,0,17,1,1,75,94
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Italy","K_42352",1,0,0,20,0,1,9,10
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Germany","K_11112",1,0,0,20,0,1,20,20
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Germany","K_11112",1,0,0,21,0,1,20,20
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Germany","K_11112",1,1,0,21,0,1,91,100
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Switzerland","K_10403",1,0,0,20,0,1,14,20
"Lathyrus pratensis","Leguminosae","Enscobase","RBGK","Switzerland","K_10403",1,0,0,21,0,1,16,20
"Leontodon hispidus","Compositae","Enscobase","RBGK","UK","K_63409",0,1,0,26,0,1,69,70
"Leontodon hispidus","Compositae","Enscobase","BGBM","Germany","B_DE-2780100",0,0,0,22,0,1,0,20
"Leontodon hispidus","Compositae","Enscobase","RBGK","UK","K_58252",0,0,0,25,0,1,18,18
"Leontodon hispidus","Compositae","Enscobase","RBGK","UK","K_58252",0,0,0,26,0,1,34,40
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","Greece","K_8121",0,0,0,15,0,1,15,19
"Leucanthemum vulgare","Compositae","Enscobase","BGBM","Germany","B_DE-1706899",0,0,0,22,0,1,0,20
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","Greece","K_8121",0,0,0,16,0,1,132,140
"Leucanthemum vulgare","Compositae","Enscobase","BGBM","Austria","B_AT-1920606",0,0,0,22,0,1,0,20
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","Croatia","K_55701",0,0,0,26,0,1,157,170
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","UK","K_17170",0,0,0,21,0,1,96,99
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","Austria","K_21010",0,0,0,15,0,1,19,20
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","UK","K_17170",0,0,0,20,0,1,45,50
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","Croatia","K_55701",0,0,0,25,0,1,18,20
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","UK","K_22202",0,0,0,25,0,1,19,20
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","Austria","K_21010",0,0,0,16,0,1,133,139
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","UK","K_86044",0,0,0,16,0,1,88,88
"Leucanthemum vulgare","Compositae","Enscobase","RBGK","UK","K_22202",0,0,0,26,0,1,135,140
"Lolium perenne","Poaceae","Enscobase","RBGK","Belgium","K_46475",0,0,0,16,1,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","France","K_46349",0,1,0,18.33333333,1,1,97,100
"Lolium perenne","Poaceae","Enscobase","RBGK","France","K_46361",0,0,0,13.33333333,1,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","Belgium","K_46475",0,0,0,13.33333333,1,1,20,20
"Lolium perenne","Poaceae","Enscobase","RBGK","Belgium","K_46486",0,1,0,18.33333333,1,1,92,100
"Lolium perenne","Poaceae","Enscobase","RBGK","France","K_46338",0,0,0,13.33333333,1,1,18,19
"Lolium perenne","Poaceae","Enscobase","RBGK","Italy","K_31572",0,0,0,20,0,1,48,48
"Lolium perenne","Poaceae","Enscobase","RBGK","Italy","K_31572",0,0,0,21,0,1,118,143
"Lolium perenne","Poaceae","Enscobase","RBGK","France","K_46361",0,0,0,16,1,1,19,19
"Lolium perenne","Poaceae","Enscobase","RBGK","France","K_46361",0,1,0,18.33333333,1,1,96,100
"Lolium perenne","Poaceae","Enscobase","RBGK","Belgium","K_46475",0,1,0,18.33333333,1,1,94,100
"Lolium perenne","Poaceae","Enscobase","RBGK","Belgium","K_46486",0,0,0,20,0,1,16,20
