"Taxon","Family","Population","Length","Width"
"Trifolium repens","Leguminosae","SOS097",1.14,1.02
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS097",1.14,1.4
"Trifolium repens","Leguminosae","SOS224",1.52,1.27
"Trifolium repens","Leguminosae","SOS224",1.4,1.27
"Trifolium repens","Leguminosae","SOS224",1.4,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.02
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS224",1.14,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.4,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.02
"Trifolium repens","Leguminosae","SOS097",1.14,1.4
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.52,1.65
"Trifolium repens","Leguminosae","SOS241",1.02,1.14
"Trifolium repens","Leguminosae","SOS241",1.4,1.14
"Trifolium repens","Leguminosae","SOS241",1.02,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.14
"Trifolium repens","Leguminosae","SOS215",1.4,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.02,0.89
"Trifolium repens","Leguminosae","SOS224",1.14,0.76
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.52,1.4
"Trifolium repens","Leguminosae","SOS198",1.4,1.02
"Trifolium repens","Leguminosae","SOS241",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.27,1.4
"Trifolium repens","Leguminosae","SOS241",1.02,1.27
"Trifolium repens","Leguminosae","SOS241",1.52,1.27
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.52
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.02
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.52,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS241",1.4,1.27
"Trifolium repens","Leguminosae","SOS224",1.4,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.02,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.27,1.4
"Trifolium repens","Leguminosae","SOS198",1.02,0.89
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.02
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS224",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",0.64,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.02
"Trifolium repens","Leguminosae","SOS215",1.14,1.4
"Trifolium repens","Leguminosae","SOS215",1.4,1.4
"Trifolium repens","Leguminosae","SOS215",1.27,1.65
"Trifolium repens","Leguminosae","SOS224",1.02,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.4,1.02
"Trifolium repens","Leguminosae","SOS215",1.52,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.02
"Trifolium repens","Leguminosae","SOS097",1.27,1.02
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS224",1.52,1.02
"Trifolium repens","Leguminosae","SOS224",1.02,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.4
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS097",1.14,1.02
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS215",1.52,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS224",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",0.89,1.27
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.14
"Trifolium repens","Leguminosae","SOS241",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.02
"Trifolium repens","Leguminosae","SOS241",1.4,1.14
"Trifolium repens","Leguminosae","SOS215",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.02,1.14
"Trifolium repens","Leguminosae","SOS215",1.27,1.4
"Trifolium repens","Leguminosae","SOS224",0.89,1.4
"Trifolium repens","Leguminosae","SOS224",1.4,0.76
"Trifolium repens","Leguminosae","SOS097",1.02,0.89
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.52,1.27
"Trifolium repens","Leguminosae","SOS198",1.02,0.89
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS215",1.52,1.14
"Trifolium repens","Leguminosae","SOS215",1.14,1.4
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.02
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,0.89
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS241",0.89,1.27
"Trifolium repens","Leguminosae","SOS097",0.89,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",1.02,1.27
"Trifolium repens","Leguminosae","SOS097",1.14,1.4
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.14,1.4
"Trifolium repens","Leguminosae","SOS241",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS215",1.02,1.02
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.14,1.52
"Trifolium repens","Leguminosae","SOS215",1.02,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.52
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.02,1.4
"Trifolium repens","Leguminosae","SOS215",1.4,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.02,1.14
"Trifolium repens","Leguminosae","SOS215",1.4,1.65
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.02
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,0.89
"Trifolium repens","Leguminosae","SOS215",1.27,1.4
"Trifolium repens","Leguminosae","SOS215",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.4
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.4,1.4
"Trifolium repens","Leguminosae","SOS241",1.14,1.4
"Trifolium repens","Leguminosae","SOS097",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.52
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS215",1.4,1.02
"Trifolium repens","Leguminosae","SOS215",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.27,1.14
"Trifolium repens","Leguminosae","SOS241",1.02,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.52,1.4
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS215",1.4,1.4
"Trifolium repens","Leguminosae","SOS215",1.4,1.4
"Trifolium repens","Leguminosae","SOS241",1.27,1.4
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS224",1.27,1.14
"Trifolium repens","Leguminosae","SOS224",1.02,1.27
"Trifolium repens","Leguminosae","SOS215",1.4,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.02,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.02
"Trifolium repens","Leguminosae","SOS215",1.02,1.4
"Trifolium repens","Leguminosae","SOS215",1.52,1.4
"Trifolium repens","Leguminosae","SOS215",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS097",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.27,1.14
"Trifolium repens","Leguminosae","SOS097",1.02,1.27
"Trifolium repens","Leguminosae","SOS097",1.4,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS097",1.14,1.4
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS224",1.14,1.52
"Trifolium repens","Leguminosae","SOS224",1.27,1.4
"Trifolium repens","Leguminosae","SOS241",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.91,1.4
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS215",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.52,1.27
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS224",1.27,0.89
"Trifolium repens","Leguminosae","SOS215",1.27,1.4
"Trifolium repens","Leguminosae","SOS215",1.02,1.27
"Trifolium repens","Leguminosae","SOS215",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",1.27,0.89
"Trifolium repens","Leguminosae","SOS198",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS215",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.52
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS215",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.4
"Trifolium repens","Leguminosae","SOS241",1.02,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,0.89
"Trifolium repens","Leguminosae","SOS198",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.27,0.76
"Trifolium repens","Leguminosae","SOS198",1.27,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.14
"Trifolium repens","Leguminosae","SOS215",1.02,1.27
"Trifolium repens","Leguminosae","SOS198",0.89,0.89
"Trifolium repens","Leguminosae","SOS198",1.02,0.89
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS198",1.02,1.02
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.27
"Trifolium repens","Leguminosae","SOS241",0.89,1.4
"Trifolium repens","Leguminosae","SOS241",0.89,1.27
"Trifolium repens","Leguminosae","SOS241",1.4,1.27
"Trifolium repens","Leguminosae","SOS198",1.27,1.14
"Trifolium repens","Leguminosae","SOS215",1.02,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.4
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS097",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.27,1.27
"Trifolium repens","Leguminosae","SOS198",1.14,0.89
"Trifolium repens","Leguminosae","SOS241",1.02,1.27
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS241",1.4,1.14
"Trifolium repens","Leguminosae","SOS198",1.27,1.02
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS241",1.27,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.52
"Trifolium repens","Leguminosae","SOS198",1.14,1.02
"Trifolium repens","Leguminosae","SOS241",1.14,1.14
"Trifolium repens","Leguminosae","SOS198",1.14,1.14
"Trifolium repens","Leguminosae","SOS241",1.14,1.27
"Trifolium repens","Leguminosae","SOS198",0.89,0.89
"Trifolium repens","Leguminosae","SOS241",1.14,1.52
"Trifolium repens","Leguminosae","SOS241",1.14,1.4
"Trifolium repens","Leguminosae","SOS241",1.4,1.27
"Trifolium repens","Leguminosae","SOS241",1.02,1.27
"Trifolium repens","Leguminosae","SOS241",1.14,1.4
"Trifolium repens","Leguminosae","SOS241",1.02,1.14
"Trifolium strictum","Leguminosae","SOS064",1.91,1.27
"Trifolium strictum","Leguminosae","SOS064",1.65,1.4
"Trifolium strictum","Leguminosae","SOS064",1.52,1.4
"Trifolium strictum","Leguminosae","SOS064",1.65,1.78
"Trifolium strictum","Leguminosae","SOS064",1.52,1.78
"Trifolium strictum","Leguminosae","SOS064",1.78,1.27
"Trifolium strictum","Leguminosae","SOS064",1.52,1.91
"Trifolium strictum","Leguminosae","SOS064",1.65,1.52
"Trifolium strictum","Leguminosae","SOS064",1.91,1.27
"Trifolium strictum","Leguminosae","SOS064",1.52,1.52
"Trifolium strictum","Leguminosae","SOS064",1.91,1.65
"Trifolium strictum","Leguminosae","SOS064",2.03,1.27
"Trifolium strictum","Leguminosae","SOS064",1.65,1.65
"Trifolium strictum","Leguminosae","SOS064",1.65,1.65
"Trifolium strictum","Leguminosae","SOS064",1.78,1.65
"Trifolium strictum","Leguminosae","SOS064",1.65,1.4
"Trifolium strictum","Leguminosae","SOS064",2.03,1.27
"Trifolium strictum","Leguminosae","SOS064",1.65,1.78
"Trifolium strictum","Leguminosae","SOS064",1.65,1.27
"Trifolium strictum","Leguminosae","SOS064",1.4,1.91
"Trifolium strictum","Leguminosae","SOS064",1.91,1.4
"Trifolium strictum","Leguminosae","SOS064",1.91,1.27
"Trifolium strictum","Leguminosae","SOS064",1.4,1.65
"Trifolium strictum","Leguminosae","SOS064",1.4,1.78
"Trifolium strictum","Leguminosae","SOS064",2.03,1.52
"Trifolium strictum","Leguminosae","SOS064",1.91,1.52
"Trifolium strictum","Leguminosae","SOS064",1.52,2.03
"Trifolium strictum","Leguminosae","SOS064",1.52,2.03
"Trifolium strictum","Leguminosae","SOS064",1.4,1.91
"Trifolium strictum","Leguminosae","SOS064",1.91,1.14
"Trifolium strictum","Leguminosae","SOS064",1.65,1.27
"Trifolium strictum","Leguminosae","SOS064",1.65,1.52
"Trifolium strictum","Leguminosae","SOS064",1.78,1.65
"Trifolium strictum","Leguminosae","SOS064",1.91,2.03
"Trifolium strictum","Leguminosae","SOS064",1.78,1.52
"Trifolium strictum","Leguminosae","SOS064",1.65,1.4
"Trifolium strictum","Leguminosae","SOS064",2.03,1.4
"Trifolium strictum","Leguminosae","SOS064",1.78,1.52
"Trifolium strictum","Leguminosae","SOS064",1.52,1.65
"Trifolium strictum","Leguminosae","SOS064",1.78,1.27
"Trifolium strictum","Leguminosae","SOS064",1.65,1.78
"Trifolium strictum","Leguminosae","SOS064",1.52,1.78
"Trifolium strictum","Leguminosae","SOS064",1.78,1.65
"Trifolium strictum","Leguminosae","SOS064",1.65,1.52
"Trifolium strictum","Leguminosae","SOS064",1.52,1.78
"Trifolium strictum","Leguminosae","SOS064",1.65,1.78
"Trifolium strictum","Leguminosae","SOS064",1.4,1.65
"Trifolium strictum","Leguminosae","SOS064",1.78,1.52
"Trifolium strictum","Leguminosae","SOS064",1.65,1.65
"Trifolium strictum","Leguminosae","SOS064",1.78,1.4
"Trifolium strictum","Leguminosae","SOS064",1.91,1.65
"Trifolium strictum","Leguminosae","SOS064",1.52,1.4
"Trifolium strictum","Leguminosae","SOS064",1.65,1.27
"Trifolium strictum","Leguminosae","SOS064",1.65,1.65
"Trifolium strictum","Leguminosae","SOS064",1.91,1.65
"Trifolium strictum","Leguminosae","SOS064",1.65,1.4
"Trifolium strictum","Leguminosae","SOS064",1.78,1.4
"Trifolium strictum","Leguminosae","SOS064",1.52,1.4
"Trifolium strictum","Leguminosae","SOS064",1.65,1.78
"Trifolium strictum","Leguminosae","SOS064",1.65,1.52
"Trifolium strictum","Leguminosae","SOS064",1.78,1.4
"Trifolium strictum","Leguminosae","SOS064",1.65,1.52
